success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name
NA,null,html-keyboard-response,94,2.0.0,1565465,p05ywlxguyt,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv
NA,830,html-keyboard-response,95,2.0.0,1566296,p05ywlxguyt,<h1>Rough</h1>,s,speed_game,Rough,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv
NA,null,html-keyboard-response,96,2.0.0,1567099,p05ywlxguyt,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv
NA,791,html-keyboard-response,97,2.0.0,1567892,p05ywlxguyt,<h1>Hill</h1>,n,speed_game,Hill,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv
NA,null,html-keyboard-response,98,2.0.0,1568695,p05ywlxguyt,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv
NA,2879,html-keyboard-response,99,2.0.0,1571577,p05ywlxguyt,"
      <h2>Game Results</h2>
      <p>Accuracy: 44%</p>
      <p>Average RT: 860 ms</p>
      <p>Press any key to continue.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv
NA,50169,survey-text,100,2.0.0,1621764,p05ywlxguyt,NA,"{""Q0"":""Memory"",""Q1"":""Confused on how bad my memory was"",""Q2"":""Moderately challenging"",""Q3"":""Nope"",""Q4"":""Nope""}",NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv
TRUE,1969,fullscreen,0,2.1.0,2989,p0unvuqxmsj,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2323,html-keyboard-response,1,2.0.0,5313,p0unvuqxmsj,Welcome to the False Recall experiment. <p>Press any key to begin.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,21581,survey-text,2,2.0.0,26898,p0unvuqxmsj,NA,"{""participant_id"":""A18534325""}",NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2780,html-keyboard-response,3,2.0.0,29679,p0unvuqxmsj,"<p>Listen to the following words. Do your best to memorize as many words as accurately as possible.<p>
      <p>The first trial will begin after this screen<p>
        <p> Press any key to continue<p> 
",AudioVolumeUp,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,audio-keyboard-response,4,2.1.1,55386,p0unvuqxmsj,stimuli/Cogs 119 List 3.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,51461,survey-text,5,2.0.0,107859,p0unvuqxmsj,NA,"{""Q0"":""thorn"",""Q1"":""sewing"",""Q2"":""hurt"",""Q3"":""knitting"",""Q4"":""prick"",""Q5"":""thread"",""Q6"":""cloth"",""Q7"":""haystack"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,audio-keyboard-response,6,2.1.1,133637,p0unvuqxmsj,stimuli/Cogs 119 List 2.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,63698,survey-text,7,2.0.0,198350,p0unvuqxmsj,NA,"{""Q0"":""mountain"",""Q1"":""glacier"",""Q2"":""steep"",""Q3"":""plane"",""Q4"":""hill"",""Q5"":""hike"",""Q6"":""summit"",""Q7"":""ski"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,audio-keyboard-response,8,2.1.1,224122,p0unvuqxmsj,stimuli/Cogs 119 List 6.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,47380,survey-text,9,2.0.0,272524,p0unvuqxmsj,NA,"{""Q0"":""tart"",""Q1"":""cake"",""Q2"":""pie"",""Q3"":""sugar"",""Q4"":""chocolate"",""Q5"":""tooth"",""Q6"":""candy"",""Q7"":""bitter"",""Q8"":""sweet"",""Q9"":""heart"",""Q10"":""sour"",""Q11"":""good"",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,audio-keyboard-response,10,2.1.1,298139,p0unvuqxmsj,stimuli/Cogs 119 List 1.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,49422,survey-text,11,2.0.0,348571,p0unvuqxmsj,NA,"{""Q0"":""bench"",""Q1"":""rocking"",""Q2"":""recliner"",""Q3"":""stool"",""Q4"":""sofa"",""Q5"":""table"",""Q6"":""desk"",""Q7"":""couch"",""Q8"":""sitting"",""Q9"":""legs"",""Q10"":""chair"",""Q11"":""swivel"",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,audio-keyboard-response,12,2.1.1,374297,p0unvuqxmsj,stimuli/Cogs 119 List 5.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,69865,survey-text,13,2.0.0,445172,p0unvuqxmsj,NA,"{""Q0"":""yawn"",""Q1"":""drowsy"",""Q2"":""snooze"",""Q3"":""nap"",""Q4"":""bed"",""Q5"":""slumber"",""Q6"":""sleep"",""Q7"":""wake"",""Q8"":""wake"",""Q9"":""doze"",""Q10"":""night"",""Q11"":""alarm"",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,audio-keyboard-response,14,2.1.1,471575,p0unvuqxmsj,stimuli/Cogs 119 List 4.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,79430,survey-text,15,2.0.0,552019,p0unvuqxmsj,NA,"{""Q0"":""gravel"",""Q1"":""riders"",""Q2"":""rode"",""Q3"":""sandpaper"",""Q4"":""jagged"",""Q5"":""bumpy"",""Q6"":""smooth"",""Q7"":""uneven"",""Q8"":""grass"",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,9240,html-keyboard-response,16,2.0.0,561262,p0unvuqxmsj,"<p>You will now receive another test.<p> 
      <p>Here you will be shown a series of words that you may have seen previously.<p> 
      <p>Your task is to rate your confidence of seeing these words on a 4 point scale<p>
      <p>Definitely new<p> 
      <p>Maybe new<p>
      <p>Maybe seen before<p>
      <p>Definitely seen before<p>
      <p>Press any key to continue<p> 
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,5438,survey-likert,17,2.0.0,566704,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Needle,critical,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,5498,survey-likert,18,2.0.0,572204,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Pin,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3036,survey-likert,19,2.0.0,575242,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2627,survey-likert,20,2.0.0,577872,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2656,survey-likert,21,2.0.0,580529,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Thread,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3892,survey-likert,22,2.0.0,584423,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Stitch,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3389,survey-likert,23,2.0.0,587814,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2277,survey-likert,24,2.0.0,590094,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2254,survey-likert,25,2.0.0,592350,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3033,survey-likert,26,2.0.0,595386,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,5241,survey-likert,27,2.0.0,600629,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2551,survey-likert,28,2.0.0,603181,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2326,survey-likert,29,2.0.0,605509,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,5125,survey-likert,30,2.0.0,610636,p0unvuqxmsj,NA,"{""Q0"":2}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2401,survey-likert,31,2.0.0,613039,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Cherry,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3056,survey-likert,32,2.0.0,616097,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2624,survey-likert,33,2.0.0,618723,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Door,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2890,survey-likert,34,2.0.0,621615,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Sweet,critical,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2466,survey-likert,35,2.0.0,624082,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Ghost,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,4039,survey-likert,36,2.0.0,628123,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Sour,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,4617,survey-likert,37,2.0.0,632742,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Salty,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3189,survey-likert,38,2.0.0,635933,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Couch,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2230,survey-likert,39,2.0.0,638164,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Chair,critical,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2977,survey-likert,40,2.0.0,641143,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Cushion,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2545,survey-likert,41,2.0.0,643690,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Ball,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2619,survey-likert,42,2.0.0,646310,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Table,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2793,survey-likert,43,2.0.0,649105,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Shoe,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,4331,survey-likert,44,2.0.0,653438,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Floor,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3804,survey-likert,45,2.0.0,657243,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Calm,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3176,survey-likert,46,2.0.0,660422,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Sleep,critical,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2441,survey-likert,47,2.0.0,662864,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Bed,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2963,survey-likert,48,2.0.0,665829,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Chess,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,5312,survey-likert,49,2.0.0,671143,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Tired,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,4462,survey-likert,50,2.0.0,675608,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Fish,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,5877,survey-likert,51,2.0.0,681486,p0unvuqxmsj,NA,"{""Q0"":2}",recognition,Coma,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,4201,survey-likert,52,2.0.0,685689,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Click: Definitely New,attention_check,none,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,5465,survey-likert,53,2.0.0,691156,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Project,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,6497,survey-likert,54,2.0.0,697654,p0unvuqxmsj,NA,"{""Q0"":2}",recognition,Touch,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3893,survey-likert,55,2.0.0,701549,p0unvuqxmsj,NA,"{""Q0"":2}",recognition,Spike,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,4111,survey-likert,56,2.0.0,705662,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Chalk,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,4295,survey-likert,57,2.0.0,709959,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Key,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,3208,survey-likert,58,2.0.0,713169,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Smooth,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,2804,survey-likert,59,2.0.0,715974,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Rough,critical,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,14168,survey-likert,60,2.0.0,730145,p0unvuqxmsj,NA,"{""Q0"":0,""Q1"":1,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0}",NA,NA,NA,NA,"[0,1,2,3,4,5]",NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,4442,html-keyboard-response,61,2.0.0,734589,p0unvuqxmsj,"
    <h2>Speed Memory Game</h2>
    <p>Press <strong>S</strong> if the word was studied.</p>
    <p>Press <strong>N</strong> if it was NOT studied.</p>
    <p>Respond as quickly as possible. (Please note it may be case sensitive)</p>
    <p>Press any key to begin.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,1148,html-keyboard-response,62,2.0.0,735739,p0unvuqxmsj,<h1>Sour</h1>,s,speed_game,Sour,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,63,2.0.0,736548,p0unvuqxmsj,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,709,html-keyboard-response,64,2.0.0,737259,p0unvuqxmsj,<h1>Sugar</h1>,s,speed_game,Sugar,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,65,2.0.0,738062,p0unvuqxmsj,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,646,html-keyboard-response,66,2.0.0,738709,p0unvuqxmsj,<h1>Hill</h1>,s,speed_game,Hill,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,67,2.0.0,739524,p0unvuqxmsj,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,635,html-keyboard-response,68,2.0.0,740160,p0unvuqxmsj,<h1>Couch</h1>,s,speed_game,Couch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,69,2.0.0,740968,p0unvuqxmsj,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,673,html-keyboard-response,70,2.0.0,741643,p0unvuqxmsj,<h1>Sweet</h1>,s,speed_game,Sweet,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,71,2.0.0,742453,p0unvuqxmsj,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,1621,html-keyboard-response,72,2.0.0,744076,p0unvuqxmsj,<h1>Chair</h1>,s,speed_game,Chair,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,73,2.0.0,744884,p0unvuqxmsj,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,999,html-keyboard-response,74,2.0.0,745884,p0unvuqxmsj,<h1>Thread</h1>,s,speed_game,Thread,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,75,2.0.0,746693,p0unvuqxmsj,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,1479,html-keyboard-response,76,2.0.0,748172,p0unvuqxmsj,<h1>Mountain</h1>,n,speed_game,Mountain,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,77,2.0.0,748979,p0unvuqxmsj,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,924,html-keyboard-response,78,2.0.0,749904,p0unvuqxmsj,<h1>Pin</h1>,s,speed_game,Pin,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,null,html-keyboard-response,79,2.0.0,750705,p0unvuqxmsj,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,1079,html-keyboard-response,80,2.0.0,751785,p0unvuqxmsj,<h1>Click N</h1>,n,speed_attention_check,NA,NA,NA,NA,NA,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
NA,1977,html-keyboard-response,81,2.0.0,753763,p0unvuqxmsj,<h1>Tired</h1>,n,speed_game,Tired,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv
